segment,level,n,n_censored,crps_trunc,censored_loglik
half,H1,358430,1045,4.856335730576919,-3.5257160225924173
half,H2,366371,580,4.94195898000194,-3.5244325590776904
half,OT,6403,72,4.736898861064145,-3.4621547965639663
score_bucket,-15..-6,148128,377,4.684082292174645,-3.4801636730693493
score_bucket,-5..5,346077,846,4.907637078120504,-3.530666518828276
score_bucket,6..15,130535,253,5.1275435839307955,-3.5534322996302836
score_bucket,<=-16,57265,116,4.605387604719322,-3.478969753190547
score_bucket,>=16,49199,105,5.20896119126628,-3.5910852393830393
season,2025,731204,1697,4.89823259957138,-3.52451634870987
