segment,level,n,n_censored,crps_trunc,censored_loglik
half,H1,358430,3256,4.850630011397785,-3.517461870592854
half,H2,366371,1819,4.92908164184965,-3.5194050136815234
half,OT,6403,202,4.619125366257461,-3.4423692619318116
score_bucket,-15..-6,148128,1164,4.674016817482505,-3.4732656025655935
score_bucket,-5..5,346077,2676,4.88824617658122,-3.524709833520591
score_bucket,6..15,130535,751,5.1200819060917855,-3.5463730353681706
score_bucket,<=-16,57265,380,4.6008899462236945,-3.471264409325044
score_bucket,>=16,49199,306,5.2482004218214335,-3.581305110354586
season,2025,731204,5277,4.888049942713156,-3.5177779155040994
