band,n,horn_rate,actual_mean_observed,pred_mean_intended
"[0, 5)",2430,0.23251028806584362,1.5650205761316873,1.7302914079011293
"[5, 10)",3030,0.12244224422442244,4.4405940594059405,4.574103812478691
"[10, 20)",5995,0.05654712260216847,7.684737281067556,7.579121092801756
"[20, 30)",6630,0.03815987933634993,12.308748114630468,11.858217949116634
"[30, 45)",11649,0.01253326465791055,15.457292471456777,15.177217374092827
"[45, 60)",10839,0.0013838915029061722,14.733462496540271,14.485560760289061
"[60, 90)",19430,0.0002573340195573855,16.692588780236747,16.506691744540657
"[90, 1201)",671201,4.469600015494613e-06,17.89432524683366,17.91494295045074
