q,n,sim_mean,actual_mean,delta,span_sim,span_actual,slope_ratio,steps_agreeing
1,1064,66.36137218045113,63.96898496240601,2.3923872180451156,8.719454887218049,8.290883458646618,1.051691889134501,4
2,1064,68.96475563909775,66.56860902255639,2.3961466165413583,8.719454887218049,8.290883458646618,1.051691889134501,4
3,1063,70.6716839134525,68.06585136406397,2.6058325493885235,8.719454887218049,8.290883458646618,1.051691889134501,4
4,1064,72.21193609022556,69.80263157894737,2.4093045112781937,8.719454887218049,8.290883458646618,1.051691889134501,4
5,1064,75.08082706766918,72.25986842105263,2.820958646616546,8.719454887218049,8.290883458646618,1.051691889134501,4
