segment,level,n,n_censored,crps_trunc,censored_loglik
half,H1,358430,3256,4.843270136507783,-3.500061065996757
half,H2,366371,1819,4.936904552219885,-3.5191308041502083
half,OT,6403,202,4.572163350483147,-3.398598153493454
score_bucket,-15..-6,148128,1164,4.691423414031558,-3.4682124756459136
score_bucket,-5..5,346077,2676,4.877774399656871,-3.507744311410179
score_bucket,6..15,130535,751,5.131774677840369,-3.5422939847186194
score_bucket,<=-16,57265,380,4.6540719190286355,-3.492108999302472
score_bucket,>=16,49199,306,5.175423017244674,-3.567910138756335
season,2025,731204,5277,4.887976395314164,-3.5087275010931998
