q,n,sim_mean,actual_mean,delta,span_sim,span_actual,slope_ratio,steps_agreeing
1,1064,66.26785714285714,63.96898496240601,2.298872180451127,6.559210526315795,8.290883458646618,0.7911352944510576,4
2,1064,66.72462406015038,66.56860902255639,0.15601503759398838,6.559210526315795,8.290883458646618,0.7911352944510576,4
3,1063,69.72107243650046,68.06585136406397,1.6552210724364897,6.559210526315795,8.290883458646618,0.7911352944510576,4
4,1064,71.14144736842105,69.80263157894737,1.338815789473685,6.559210526315795,8.290883458646618,0.7911352944510576,4
5,1064,72.82706766917293,72.25986842105263,0.5671992481203034,6.559210526315795,8.290883458646618,0.7911352944510576,4
