q,n,sim_mean,actual_mean,delta,span_sim,span_actual,slope_ratio,steps_agreeing
1,1064,65.45206766917293,63.96898496240601,1.4830827067669219,8.567199248120303,8.290883458646618,1.0333276653630337,4
2,1064,68.03853383458646,66.56860902255639,1.4699248120300723,8.567199248120303,8.290883458646618,1.0333276653630337,4
3,1063,69.59454374412041,68.06585136406397,1.528692380056441,8.567199248120303,8.290883458646618,1.0333276653630337,4
4,1064,71.19924812030075,69.80263157894737,1.3966165413533815,8.567199248120303,8.290883458646618,1.0333276653630337,4
5,1064,74.01926691729324,72.25986842105263,1.7593984962406068,8.567199248120303,8.290883458646618,1.0333276653630337,4
