segment,level,n,n_censored,crps_trunc,censored_loglik
half,H1,358430,3256,4.942573169062343,-3.5779118882274106
half,H2,366371,1819,4.961021762664692,-3.590856099933171
half,OT,6403,202,4.537377068674958,-3.4349243853251608
score_bucket,-15..-6,148128,1164,4.765947291817529,-3.546000448877821
score_bucket,-5..5,346077,2676,4.958035888134521,-3.5839279261962314
score_bucket,6..15,130535,751,5.175688882871099,-3.629549151232897
score_bucket,<=-16,57265,380,4.677556097696917,-3.5380796482501298
score_bucket,>=16,49199,306,5.140584933760556,-3.618813597967168
season,2025,731204,5277,4.948376577223799,-3.583145495819503
