crps_trunc,crps_r2def,censored_loglik,censored_loglik_uncensored_only,censored_loglik_censored_only,pooled_pit_ks_D,pooled_pit_ks_p,pred_mean_duration,actual_mean_duration_uncensored,censored_mean_pred_survival,n_test,n_censored,n_zero_mass_below_R,fold,arm,flag,features,fit_seconds,n_train,n_train_censored,pit_leak_failures,pit_powered,pit_underpowered,pit_worst_D,pit_worst_cell,pit_pass
4.835448474384908,4.837158867992571,-3.518983514002657,-3.535242833863421,-1.1059069081972024,0.004962135522828648,2.9737659571357913e-15,17.544100290592418,17.41893478662266,0.47939038123338973,697903,4671,0,F1,empirical_km3,horn,R2_dummy,0.7,1178085,7653,12,39,12,0.16693999411116123,made_FG | 5-9,False
4.84591806919906,4.8743903287366,-3.520655902834863,-3.538689609413062,-0.8442391872239727,0.0030839764072655984,3.7435827839161567e-06,17.556624823074237,17.41893478662266,0.6124953882393641,697903,4671,0,F1,empirical_km3_srfloor,horn,R2_dummy,0.7,1178085,7653,16,39,12,0.15767058541355272,made_FG | 30-44,False
4.874422725863387,4.869389787775015,-3.5565637651833204,-3.5743736574087963,-0.9133637636309889,0.05044495201683946,0.0,17.543266741858385,17.41893478662266,0.500222884000657,697903,4671,0,F1,gamma_aft,horn,R2_dummy,176.7,1178085,7653,29,39,12,0.2921143211547493,other | 150-299,False
5.0370440902404034,5.036185771703819,-3.6674269247649662,-3.686524216287828,-0.833161543267007,0.100732144783578,0.0,18.319193072929714,17.41893478662266,0.5064794984725461,697903,4671,0,F1,lognormal_aft,horn,R2_dummy,66.4,1178085,7653,39,39,12,0.3016497687245649,TOV | 5-9,False
4.910969954993437,4.906961196109719,-3.5356529177833322,-3.5526195837647774,-1.0175977279633532,0.03616860293529536,0.0,17.2808150615666,17.41893478662266,0.5023943556623718,697903,4671,0,F1,hazard3,horn,R2_dummy,141.2,1178085,7653,35,39,12,0.3941940893793748,other | 150-299,False
4.897412138075658,4.888047265809197,-3.5762527344761774,-3.594411365767119,-0.8812957044865602,0.03881397465683328,0.0,17.398789418990095,17.41893478662266,0.5394549712900235,697903,4671,0,F1,xgb_aft,horn,R2_tree,262.1,1178085,7653,36,39,12,0.6255705132373384,other | 150-299,False
4.793158347258033,4.762181045273047,-5.0973341249507005,-5.098657138874848,-4.475203130296897,0.04468963328486186,0.0,17.349407714901655,17.400179776055325,0.3298772974512205,697903,1481,180,F1,lgbm_quantile_r2,old,R2_tree,454.2,1178085,2422,21,42,9,0.4763231197771587,made_FT | 0-4,False
4.854325046431019,4.824759772832521,-3.525930802795716,-3.529437267456626,-1.8770590053071283,0.004544658267543911,6.397542328018036e-13,17.488561591258737,17.400179776055325,0.37752609672059656,697903,1481,180,F1,empirical_r2,old,R2_dummy,0.7,1178085,2422,17,42,9,0.47353760445682447,made_FT | 0-4,False
4.897171776173369,4.862948777559929,-3.565312096553438,-3.570260263611025,-1.2384975127728892,0.05166067602924129,0.0,17.509508143040815,17.400179776055325,0.4000292627061045,697903,1481,180,F1,gamma_r2,old,R2_dummy,96.2,1178085,2422,33,42,9,0.47353760445682425,made_FT | 0-4,False
