segment,level,n,n_censored,crps_trunc,censored_loglik
half,H1,358430,3256,4.840362510210197,-3.515518637189214
half,H2,366371,1819,4.92027289113247,-3.5186622369377494
half,OT,6403,202,4.6100732394174955,-3.4396765548364834
score_bucket,-15..-6,148128,1164,4.670373788558908,-3.471988872042149
score_bucket,-5..5,346077,2676,4.881056530375309,-3.5228704274218536
score_bucket,6..15,130535,751,5.115202810884472,-3.5458636487018023
score_bucket,<=-16,57265,380,4.593768779202475,-3.471032572965689
score_bucket,>=16,49199,306,5.189470388505564,-3.5796704870945737
season,2025,731204,5277,4.8785253907998305,-3.5164296099549075
