segment,level,n,n_censored,crps_trunc,censored_loglik
half,H1,358430,3256,4.866371028598934,-3.5521442150687226
half,H2,366371,1819,4.962979420312272,-3.569828943715376
half,OT,6403,202,4.626602660103124,-3.3980862376720657
score_bucket,-15..-6,148128,1164,4.688757875490226,-3.518621401279292
score_bucket,-5..5,346077,2676,4.922676862757947,-3.5618126404609565
score_bucket,6..15,130535,751,5.170971300222303,-3.6018549925318637
score_bucket,<=-16,57265,380,4.601106031760687,-3.5090406660441964
score_bucket,>=16,49199,306,5.1947737883609335,-3.614985219865633
season,2025,731204,5277,4.912838481611204,-3.5596561248637073
