crps_trunc,crps_r2def,censored_loglik,censored_loglik_uncensored_only,censored_loglik_censored_only,pooled_pit_ks_D,pooled_pit_ks_p,pred_mean_duration,actual_mean_duration_uncensored,censored_mean_pred_survival,n_test,n_censored,n_zero_mass_below_R,pit_leak_failures,pit_powered,pit_worst_D,pit_pass,cc_n_games,cc_n_halves,cc_sim_mean,cc_actual_mean,cc_mean_delta,cc_sim_sd,cc_actual_sd,cc_sd_delta,cc_count_ks_D,cc_count_ks_p,cc_n_powered_months,cc_months_pass,cc_g1_pass,cc_eoh_actual_share,cc_eoh_sim_share,cc_eoh_share_gap,cc_eoh_actual_dur,cc_eoh_sim_dur,cc_eoh_duration_gap,all_mean_delta,all_sd_delta,base_arm,parametrisation,arm,features,fit_seconds,n_train,eoh_share_pass,eoh_dur_pass,eoh_pass,g1_pass,offline_gates_pass,crps_floor_se,scheme,n_fits
4.932682191336173,4.929347666921106,-3.5649102679227203,-3.5839430737748192,-0.9466749725282434,0.05060132520681382,0.0,17.574442655724777,17.56591503002368,0.48273270781280403,731204,5277,1,30,39,0.22899848719103522,False,1991,6725,68.841,67.938,0.903,4.865,5.143,-0.277,0.0919,9.719311808837298e-08,5,2,False,0.9555,0.9419,-0.01368,12.415,10.907,-1.5086,0.998,-0.252,gamma_aft,P3,gamma_aft|P3,P3_dummy,262.5,1875988.0,False,False,False,False,False,0.006045009682667524,S0,1
4.931928139501642,4.929063769276373,-3.5647486388630534,-3.5838350388858893,-0.9391406969684446,0.05031810315603957,0.0,17.576356678090615,17.56591503002368,0.48614771514105637,731204,5277,1,30,39,0.23321703812992622,False,1991,6725,68.823,67.938,0.885,4.874,5.143,-0.269,0.0904,1.6818180532914993e-07,5,2,False,0.9555,0.9426,-0.01294,12.415,10.94,-1.4756,0.978,-0.257,,,gamma_aft|P3,,,,,,,,,,S1,6
