prev_end,n,mean_act,var_act,mean_mod,v_mod,resid_var,share_actual,share_engine_L34
DREB,94904,14.506501306583495,83.53405043775084,14.472229953409695,79.79998131022104,80.52765556777726,0.35080767382545375,0.37180767382545377
TOV,45869,14.881619394362206,88.05470465927024,14.90093050115872,84.19961801685835,85.1189526262952,0.16955236018186523,0.17196871186958157
made_FG,99695,21.786538943778524,85.636149971538,21.52587795271068,79.62505409757611,79.23279419487986,0.36851735482201603,0.343517354822016
made_FT,24681,18.588144726712855,85.03648667532569,18.10007211058533,66.7888324326504,68.09909457228053,0.09123202602299191,0.09253220644995842
other,1400,1.7571428571428571,18.405595833758767,1.5263750009414558,15.96092690576553,18.148560017853608,0.005175026799245925,0.005248777968070248
period_start,3981,20.84777694046722,64.00345548390028,20.46725638107898,63.9721756745968,62.19958747921345,0.014715558348427162,0.014925275064919755
