label,n_possessions,n_games,mu_actual_mean_duration,model_mean_consumed,Pbar_realised,P_sd_realised,bridge_factor_k_poss_per_s,Mbar_possessions_per_game,sd_model_conditional,sd_actual_residual,conditional_sd_ratio,sd_actual_marginal,sd_model_marginal,var_rbar_needed,var_dbar_iid_produced,var_dbar_iid_with_actual_law,tau2_game_latent,sd_rbar_needed_s,sd_dbar_produced_s,tau_game_latent_s,tau_cv_pct,P_sd_needed_bridge,P_sd_produced_bridge,gap_var_dbar,channel_a_var,channel_a_share,channel_b_var,channel_b_share
Q1,50840,399,18.826612903225808,18.25418827451326,63.74087042091028,3.807442822330773,3.385679131374116,127.41854636591479,9.001596384440282,9.141433708475134,0.9847029111084393,10.135265912683748,9.963013733965473,1.2630226673587617,0.6382527888302476,0.6631662685077645,0.5998563988509972,1.123842812567114,0.798907246700296,0.7745039695514783,4.113878441824086,3.80497115745327,2.704843593056745,0.6247698785285141,0.024913479677516892,0.03987624969403812,0.5998563988509972,0.9601237503059619
Q2,52761,398,18.09825439244897,18.261687201419182,66.3048142409448,3.815525185037591,3.663602732239678,132.56532663316582,9.003254530701978,8.930714244178088,1.0081225627134112,9.938121558009394,9.961908688994614,0.9749700192190889,0.613693906420673,0.605697622165715,0.3692723970533739,0.987405701431326,0.7833861796206728,0.6076778727692608,3.357660134464674,3.6174622255928415,2.8700157480571,0.36127611279841587,-0.00799628425495802,-0.02213344301404109,0.3692723970533739,1.0221334430140412
Q3,53979,398,17.684080846255025,17.396459239488216,67.85724461436432,4.033187240721622,3.8371937565946217,135.62562814070353,8.846504996677584,8.854471473346374,0.9991002877254991,9.814371916744332,9.775825582504021,1.0804588420520405,0.5793411082088874,0.5838692090606584,0.49658963299138204,1.0394512215837934,0.7611446040069438,0.7046911614256149,3.984889955843241,3.9885757377459847,2.9206593223611304,0.5011177338431531,0.004528100851771022,0.009036002013028522,0.49658963299138204,0.9909639979869714
Q4,55408,398,17.2280537106555,17.081498749566503,69.652670200943,4.3053754504297315,4.042979629083872,139.21608040201005,8.803793445317487,8.87529342008919,0.9919439311595195,9.779110264700082,9.687542871282545,1.195169503387041,0.5591492024182115,0.5734666220993567,0.6217028812876844,1.0932380817493694,0.7477627982309708,0.7884813766270478,4.57672926884001,4.41993929425143,3.0231897606345686,0.6360203009688296,0.014317419681145194,0.022510947621225175,0.6217028812876844,0.9774890523787748
Q5,57542,398,16.58614577178409,16.618951048844977,72.34985492560509,5.07830305563475,4.362065540789153,144.57788944723617,8.728546502285885,8.69110465021509,1.0043080659568249,9.512450453221378,9.555599446001631,1.3320379288938036,0.5296619454669906,0.530382072004034,0.8016558568897696,1.1541394754941032,0.7277787750869014,0.8953523646530285,5.398194233745238,5.0344320353172956,3.174618716124312,0.8023759834268129,0.0007201265370433418,0.0008974926367658744,0.8016558568897696,0.9991025073632341
