period_cell,n,actual_mean,model_mean,actual_sd,model_cond_var,resid_ms,z_sd,model_cond_sd,resid_sd,cond_sd_ratio,underpowered
H1,134026,17.81518511333622,17.754918741611796,9.630839499574881,76.94049126513437,76.3993290685853,1.0007041495019835,8.771572907132128,8.740670973591518,1.00353541892081,False
H2,136504,17.493040496981774,17.242790748285923,10.07511236262155,80.48934019029721,81.75667450368047,1.0119478002056617,8.971585154826164,9.041939753375958,0.9922190812515062,False
