tempo_quintile,n,actual_mean,model_mean,actual_sd,model_cond_var,resid_ms,z_sd,model_cond_sd,resid_sd,cond_sd_ratio,underpowered
Q1,50840,18.826612903225808,18.25418827451326,10.135365592221818,81.02873746836833,83.56581024644545,1.0153452983838933,9.001596384440282,9.141433708475134,0.9847029111084394,False
Q2,52761,18.09825439244897,18.26168720141918,9.938215739913003,81.0585921446057,79.7576569111654,0.9977496474683597,9.003254530701978,8.930714244178088,1.0081225627134112,False
Q3,53979,17.684080846255025,17.396459239488216,9.814462827175113,78.2606506562415,78.4016650723047,1.0056528495495871,8.846504996677586,8.854471473346374,0.9991002877254991,False
Q4,55408,17.2280537106555,17.081498749566503,9.779198512269327,77.50677902781514,78.77083329267845,1.0119073753970431,8.803793445317487,8.87529342008919,0.9919439311595194,False
Q5,57542,16.58614577178409,16.618951048844977,9.512533110883906,76.18752404256716,75.53530004099036,0.9999936268089179,8.728546502285885,8.69110465021509,1.004308065956825,False
