n_team_games,n_nonzero_mean,top5_share,top8_share,lu_top1,lu_top3,lu_top5,n_lineups_mean,late_starter_share_b0,late_slots_b0,late_starter_share_b1,late_slots_b1,late_starter_share_b2,late_slots_b2,foul_trouble_share,foul_trouble_opps,foul4_share,foul4_opps,arm,minutes_mean,minutes_sd_pooled,minutes_sd_within,ks_minutes_d,ks_minutes_p,n_rot_player_games,change_rate,ks_lineup_top1_d,ks_lineup_top1_p
2400,9.6175,0.7484404049989405,0.9563135193968851,0.29607410944183166,0.5449647255799858,0.6920600087057498,14.749583333333334,0.7513257744844211,22402.0,0.7229516394028145,27998.0,0.5236538913707971,17012.0,0.4596370679517628,43369.0,0.5108673044925125,38464.0,ACTUAL,24.565653549167365,9.724771022631653,6.0608688581887975,,,17915,,,
12000,9.02425,0.7619974272506229,0.9647219945829351,0.23059878691392097,0.4862059553417721,0.6457473141186053,15.351166666666666,0.7234586197660923,112010.0,0.6903064504607472,139990.0,0.46315071714084177,85060.0,0.46117353805279354,401981.0,0.5763165781402437,313654.0,R1_dirichlet,25.64363437808822,9.885987061583553,7.855171020706963,0.07995050771504564,5.366001496661699e-83,86687,0.14293301332348687,0.22975,2.7530341845013478e-93
12000,9.027666666666667,0.7690123229149093,0.9660060181379156,0.23776196658741697,0.4973773276181435,0.6573567814410403,14.935166666666667,0.7274957593072047,112010.0,0.6937709836416887,139990.0,0.4722149071243828,85060.0,0.4665921704473498,402705.0,0.5794317230135303,314037.0,R2_hier_dirichlet,25.572986742336855,10.302574524454585,8.202274206933115,0.08934318355522075,1.4296726302002288e-103,86692,0.13979753223176097,0.19174999999999995,7.031796799907022e-65
12000,8.573416666666667,0.7791481304582727,0.9820583783029375,0.2231834716234521,0.4790128435824107,0.6419566972540216,17.439166666666665,0.6797464512097134,112010.0,0.6532352310879348,139990.0,0.5633999529743711,85060.0,0.4819236880625091,670878.0,0.8004575344380064,386419.0,R3_stint_hazard,26.432555258144074,9.515069325915427,6.768174800522215,0.10055332189114674,7.727198274243145e-131,85553,0.18475276162343457,0.2529999999999999,2.5462380864160033e-113
12000,8.645,0.7700603552762512,0.976987593518214,0.2762087041925385,0.5449240481163269,0.6992734538022156,15.073416666666667,0.6948058209088475,112010.0,0.6816701192942353,139990.0,0.6050434987067952,85060.0,0.48900706029424995,633543.0,0.8098630491722797,370717.0,R4_stint_resample,26.152036601246575,9.313104580116878,6.368464704907577,0.059232709047621124,1.1047395931010413e-45,86263,0.17215360472629926,0.03549999999999995,0.012621169095654616
