arm,bucket,n_games,mean_tempo,P_sd_needed,P_sd_produced,needed,needed_floor,needed_tau2,produced,produced_within,produced_between,ratio,within_ratio,between_ratio,ratio_se,ratio_lo,ratio_hi,needed_se,needed_lo,needed_hi,produced_se,produced_lo,produced_hi,needed_tau2_se,needed_tau2_lo,needed_tau2_hi,produced_between_se,produced_between_lo,produced_between_hi,within_ratio_se,within_ratio_lo,within_ratio_hi,between_ratio_se,between_ratio_lo,between_ratio_hi
A1,Q4,398,70.1772232055664,4.209976525210128,4.19738424909723,1.195169503387041,0.5591492024182115,0.6360203009688296,1.1880305577212145,0.5610474207029865,0.6269831370182278,0.9970089438652465,1.0033948332154736,0.985791076264648,0.030540774189204384,0.9407478759873699,1.0643028614041645,0.07281259328513079,1.0499852313609432,1.3413087769357808,0.0031879054230901237,1.1816767476869454,1.1940553662059432,0.0725609666850347,0.4896531066444928,0.7821631729830492,0.001938283113038117,0.6230825586532491,0.6307584924188738,2.537532376607053e-06,1.0033896054415037,1.003399793271559,0.11833718429626472,0.8006674626509073,1.2788149891287506
A1,Q5,398,72.97928619384766,4.444503150561154,4.085786668105047,1.3320379288938036,0.5296619454669906,0.8023759834268129,1.1256970512471822,0.5314701902272316,0.5942268610199506,0.919289857537661,1.0034139601225207,0.7405840569680407,0.030761675707596126,0.8642697543276997,0.9829342373447592,0.08809370759442105,1.165453655265233,1.5084177658056253,0.0026547534025849477,1.1205323937544753,1.1309109959326604,0.08807762424833894,0.635272078672884,0.9791880045124752,0.0014113094927865647,0.5914169741882058,0.5968755302533286,2.3503892481680343e-06,1.0034094555905493,1.003418494606174,0.08564069923259901,0.6074479197386807,0.9351496832969185
B1,ALL,1991,68.50402069091797,4.279450897596056,4.319399032780954,1.2349411147055491,0.5840470293441206,0.6508940853614286,1.2581047668786738,0.5878594359501306,0.6702453309285433,1.0093348740623096,1.0065275678403696,1.029730252589973,0.016031485580317643,0.979264196138188,1.0421625263766134,0.039128828249762,1.1586806659581887,1.312637671450484,0.0023811050571133476,1.2535555262734541,1.2626617455976947,0.03907285693259501,0.5745509437866883,0.7281426054613398,0.0013221162144365114,0.6676847874995386,0.6727488760498488,4.700766264986705e-06,1.0065183368776403,1.0065366335628831,0.06279985115026862,0.920761206958502,1.1669193783638283
B1,Q1,399,64.08596801757812,4.327833010868682,4.502025963515756,1.2630226673587617,0.6382527888302476,0.6247698785285141,1.366740755445894,0.6425404212758189,0.7242003341700749,1.0402494625392464,1.0067177653127524,1.1591473261735088,0.03972856815536971,0.9709266892702922,1.1284219253566532,0.09529009021056062,1.0718846254093186,1.4507947001343435,0.003022423405179127,1.3609652017122957,1.372666990698484,0.0950305528423338,0.43472189506084424,0.8114742335101756,0.001676950828269519,0.7209359659455146,0.7273402552921229,4.829748840197167e-06,1.0067081926431956,1.0067271354012444,0.19477585208918105,0.8923220603515599,1.664059454245636
B1,Q2,398,66.81706237792969,3.8024240952461867,4.463181348010961,0.9749700192190889,0.613693906420673,0.36127611279841587,1.343257336925585,0.6178208504792605,0.7254364864463244,1.1737726345651072,1.0067247597139388,2.0079835359917695,0.04248334786240618,1.0989709913326846,1.2634684924668933,0.07022035289517674,0.8417423228789787,1.1107732840132831,0.00321939845953875,1.3368984557299075,1.3494524874022968,0.06996419896274551,0.2278523650840088,0.4980496182826262,0.0019010589183161288,0.7218312730471937,0.7292964148192128,5.10775386457506e-06,1.0067142064298127,1.0067344069586557,0.45192605078778925,1.4553246680059262,3.1817684504052273
B1,Q3,398,68.47164154052734,4.0028474263961815,4.29239381520383,1.0804588420520405,0.5793411082088874,0.5011177338431531,1.242422407220721,0.5830972707047267,0.6593251365159942,1.0723351049800895,1.0064835076306806,1.3157090479706695,0.038078502481609565,1.0051202692281482,1.1529811060359616,0.07608794784033814,0.93604829616676,1.2305368716884815,0.0030311223402908856,1.2363320813806475,1.2480875200927262,0.07576423695992339,0.3552002416404915,0.6514650854490244,0.0017087002908407697,0.6558165796681562,0.6626129163782396,5.133221664032328e-06,1.0064736258935116,1.0064935254850078,0.22025760467378233,1.0136185196592398,1.858960702137051
B1,Q4,398,70.1772232055664,4.209976525210128,4.218777615983501,1.195169503387041,0.5591492024182115,0.6360203009688296,1.2001718069224925,0.5627222039392668,0.6374496029832257,1.002090532030445,1.0063900681707185,1.0022472584793582,0.03069688008193998,0.9455342602851771,1.0697410757867418,0.07281259328513079,1.0499852313609432,1.3413087769357808,0.0031968428951169026,1.1937858371238617,1.2062209719248531,0.0725609666850347,0.4896531066444928,0.7821631729830492,0.0019393111480557204,0.633536543639681,0.6412391575377415,6.61995908155521e-06,1.0063767372899948,1.00640253580073,0.12030989447506456,0.8140021257249733,1.3001427726808767
B1,Q5,398,72.97928619384766,4.444503150561154,4.107436846638279,1.3320379288938036,0.5296619454669906,0.8023759834268129,1.1376585731335334,0.5329790439412136,0.6046795291923197,0.9241610833642188,1.00626267094061,0.7536112018331296,0.030924264850037953,0.868837928926131,0.9881424905919963,0.08809370759442105,1.165453655265233,1.5084177658056253,0.0026618518670904097,1.1324381412540125,1.1429010789733867,0.08807762424833894,0.635272078672884,0.9791880045124752,0.001412971096737666,0.6018522302389984,0.6073411761519472,3.915275510252656e-06,1.0062550306287288,1.0062704226361623,0.08714545129596019,0.6181225456456384,0.9515908512169295
B3,ALL,1991,68.50402069091797,4.279450897596056,4.31567778629059,1.2349411147055491,0.5840470293441206,0.6508940853614286,1.2559379370872645,0.587821608656529,0.6681163284307355,1.0084653123873635,1.0064628002930642,1.0264593632921766,0.01602195676445283,0.9784193298407244,1.0412871184936634,0.039128828249762,1.1586806659581887,1.312637671450484,0.0015227195037150676,1.2529882941376103,1.2588195497186183,0.03907285693259501,0.5745509437866883,0.7281426054613398,0.000987811103622037,0.6662024417706445,0.6700515619537463,1.621421744324924e-05,1.006431618930448,1.006495515632227,0.0626088164366907,0.9177061008881424,1.16339383060237
B3,Q1,399,64.08596801757812,4.327833010868682,4.343529956527102,1.2630226673587617,0.6382527888302476,0.6247698785285141,1.272201187697945,0.6418359596754591,0.6303652280224861,1.0036269758142236,1.0056140308478378,1.0089558566862258,0.03848199230744869,0.9363279281883948,1.089234030728462,0.09529009021056062,1.0718846254093186,1.4507947001343435,0.0028925706422394844,1.26664078320448,1.2779815723216696,0.0950305528423338,0.43472189506084424,0.8114742335101756,0.002070094678812375,0.626372145089721,0.6345939064172713,2.9638111584914008e-05,1.0055572192659015,1.0056725354074831,0.1702496315472479,0.7751042231626198,1.4517671377662562
B3,Q2,398,66.81706237792969,3.8024240952461867,4.40352333091304,0.9749700192190889,0.613693906420673,0.36127611279841587,1.3075874927180373,0.6175358818455688,0.6900516108724685,1.1580831650047534,1.0062604099286303,1.910039403179424,0.04192143618446757,1.0842872574277884,1.2463099013396937,0.07022035289517674,0.8417423228789787,1.1107732840132831,0.003256754950134768,1.3011589511747472,1.3136621867044083,0.06996419896274551,0.2278523650840088,0.4980496182826262,0.0020163260111220743,0.6861971285777371,0.6940998725614687,1.00382903822193e-05,1.0062409420350473,1.0062800132680527,0.4299515005643961,1.3843104266604267,3.029867355814286
B3,Q3,398,68.47164154052734,4.0028474263961815,4.304290788159699,1.0804588420520405,0.5793411082088874,0.5011177338431531,1.2493190482637822,0.5831037652372842,0.666215283026498,1.0753072324904753,1.006494717835628,1.3294586043027956,0.03818816311412296,1.0080544154784619,1.156159434971254,0.07608794784033814,0.93604829616676,1.2305368716884815,0.003013891775229886,1.243258580554901,1.2549627710886389,0.07576423695992339,0.3552002416404915,0.6514650854490244,0.001718928370759523,0.6628063291985923,0.6694660288010909,6.23663388836128e-06,1.0064829237000792,1.0065069636441557,0.22258756751781855,1.0248214271071743,1.8770599998628912
B3,Q4,398,70.1772232055664,4.209976525210128,4.28315560524697,1.195169503387041,0.5591492024182115,0.6360203009688296,1.2370802097571691,0.5629437941806104,0.6741364155765587,1.0173823012072947,1.0067863671198813,1.0599290848887497,0.031161724245460324,0.9601331498417014,1.0860418844699085,0.07281259328513079,1.0499852313609432,1.3413087769357808,0.0032269162004643246,1.2305507644658795,1.2432521954333786,0.0725609666850347,0.4896531066444928,0.7821631729830492,0.0019836768155019184,0.6701104736887429,0.6778598033801921,1.758565040220126e-05,1.0067504171281043,1.0068195013487822,0.12720107940384434,0.8610742559741392,1.3753440345832018
B3,Q5,398,72.97928619384766,4.444503150561154,4.2420698325558055,1.3320379288938036,0.5296619454669906,0.8023759834268129,1.213460884560668,0.5335529278939256,0.6799079566667424,0.9544531050720957,1.0073461619439252,0.8473682795975147,0.031875092940487966,0.8976872362184869,1.020541936263716,0.08809370759442105,1.165453655265233,1.5084177658056253,0.0030312964868925672,1.207613856675889,1.2195544937275498,0.08807762424833894,0.635272078672884,0.9791880045124752,0.0022767438809166655,0.6753149827649649,0.6842186384637589,2.434875278416977e-05,1.0072973087746546,1.0073943145881405,0.09780723113190677,0.697079445565856,1.0699331303732036
