label,arm,sigma,P_sd_produced,P_sd_ratio,E_min_TR,implied_poss_delta
boot20260911,B1,0.04727107636619187,4.330107972844477,1.011837283908755,17.52886486265259,0.4800010645406019
boot20260912,B1,0.046889004695087236,4.3181518478670045,1.009043438328195,17.527634190057544,0.4848077608301935
