label,A1_sigma,P_sd_produced,P_sd_ratio,E_min_TR
boot20260911,0.047493157630892256,4.321733708292489,1.0098804289868555,17.503954797614682
boot20260912,0.047107437362875614,4.297530381728615,1.0042247205459736,17.504085753967082
